S. No.,Date,Region,Confirmed Cases,Active Cases,Cured/Discharged,Death
2961,25/09/2020,Gujarat,128787,16327,109079,3381
2962,26/09/2020,Gujarat,130229,16478,110358,3393
2963,27/09/2020,Gujarat,131646,16463,111777,3406
2964,28/09/2020,Gujarat,133057,16633,113008,3416
2965,29/09/2020,Gujarat,134461,16689,114344,3428
2966,30/09/2020,Gujarat,135842,16676,115727,3439
2967,01/10/2020,Gujarat,137232,16683,117099,3450
2968,02/10/2020,Gujarat,138583,16690,118433,3460
2969,03/10/2020,Gujarat,139893,16735,119683,3475
2970,04/10/2020,Gujarat,141236,16762,120987,3487
2971,05/10/2020,Gujarat,142538,16809,122233,3496
2972,06/10/2020,Gujarat,143865,16718,123638,3509
2973,07/10/2020,Gujarat,145200,16570,125111,3519
2974,08/10/2020,Gujarat,146673,16485,126657,3531
2975,09/10/2020,Gujarat,147789,16465,127786,3538
2976,10/10/2020,Gujarat,149032,16181,129304,3547
2977,11/10/2020,Gujarat,150253,15936,130760,3557
2978,12/10/2020,Gujarat,151434,15695,132173,3566
2979,13/10/2020,Gujarat,152603,15414,133615,3574
2980,14/10/2020,Gujarat,153761,15187,134990,3584
2981,15/10/2020,Gujarat,154936,14937,136404,3595
2982,16/10/2020,Gujarat,156121,14782,137733,3606
2983,17/10/2020,Gujarat,157312,14683,139012,3617
2984,18/10/2020,Gujarat,158473,14565,140282,3626
2985,19/10/2020,Gujarat,159564,14414,141515,3635
2986,20/10/2020,Gujarat,160560,14255,142662,3643
2987,21/10/2020,Gujarat,161686,14245,143790,3651
2988,22/10/2020,Gujarat,162823,14193,144970,3660
2989,23/10/2020,Gujarat,163959,14121,146171,3667
2990,24/10/2020,Gujarat,165071,13963,147435,3673
2991,25/10/2020,Gujarat,166092,13965,148448,3679
2992,26/10/2020,Gujarat,167011,13914,149411,3686
2993,27/10/2020,Gujarat,167919,13716,150513,3690
2994,28/10/2020,Gujarat,168911,13465,151751,3695
2995,29/10/2020,Gujarat,169891,13332,152858,3701
2996,30/10/2020,Gujarat,170878,13232,153941,3705
2997,31/10/2020,Gujarat,171847,13168,154968,3711
2998,01/11/2020,Gujarat,172782,13084,155982,3716
2999,02/11/2020,Gujarat,173642,12811,157110,3721
3000,03/11/2020,Gujarat,174517,12678,158114,3725
3001,04/11/2020,Gujarat,175471,12429,159311,3731
3002,05/11/2020,Gujarat,176446,12376,160333,3737
3003,06/11/2020,Gujarat,177436,12304,161388,3744
3004,07/11/2020,Gujarat,178471,12014,162709,3748
3005,08/11/2020,Gujarat,179517,12124,163640,3753
3006,09/11/2020,Gujarat,180537,12318,164459,3760
3007,10/11/2020,Gujarat,181508,12291,165452,3765
3008,11/11/2020,Gujarat,182557,12456,166331,3770
3009,12/11/2020,Gujarat,183682,12223,167683,3776
3010,13/11/2020,Gujarat,184964,12321,168858,3785
3011,14/11/2020,Gujarat,186116,12389,169936,3791
3012,15/11/2020,Gujarat,187240,12512,170931,3797
3013,16/11/2020,Gujarat,188310,12575,171932,3803
3014,17/11/2020,Gujarat,189236,12456,172972,3808
3015,18/11/2020,Gujarat,190361,12458,174088,3815
3016,19/11/2020,Gujarat,191642,12457,175362,3823
3017,20/11/2020,Gujarat,192982,12677,176475,3830
3018,21/11/2020,Gujarat,194402,13050,177515,3837
3019,22/11/2020,Gujarat,195917,13285,178786,3846
3020,23/11/2020,Gujarat,197412,13600,179953,3859
3021,24/11/2020,Gujarat,198899,13836,181187,3876
3022,25/11/2020,Gujarat,200409,14044,182473,3892
3023,26/11/2020,Gujarat,201949,14287,183756,3906
3024,27/11/2020,Gujarat,203509,14529,185058,3922
3025,28/11/2020,Gujarat,205116,14732,186446,3938
3026,29/11/2020,Gujarat,206714,14792,187969,3953
3027,30/11/2020,Gujarat,208278,14889,189420,3969
3028,01/12/2020,Gujarat,209780,14970,190821,3989
3029,02/12/2020,Gujarat,211257,14885,192368,4004
3030,12/03/2020,Haryana,14,14,0,0
3031,13/03/2020,Haryana,14,14,0,0
3032,14/03/2020,Haryana,14,14,0,0
3033,15/03/2020,Haryana,14,14,0,0
3034,16/03/2020,Haryana,14,14,0,0
3035,17/03/2020,Haryana,15,15,0,0
3036,18/03/2020,Haryana,16,16,0,0
3037,19/03/2020,Haryana,17,17,0,0
3038,20/03/2020,Haryana,17,17,0,0
3039,21/03/2020,Haryana,17,17,0,0
3040,22/03/2020,Haryana,21,21,0,0
3041,23/03/2020,Haryana,26,26,0,0
3042,24/03/2020,Haryana,26,15,11,0
3043,25/03/2020,Haryana,28,17,11,0
3044,26/03/2020,Haryana,30,19,11,0
3045,27/03/2020,Haryana,30,19,11,0
3046,28/03/2020,Haryana,33,21,12,0
3047,29/03/2020,Haryana,33,21,12,0
3048,30/03/2020,Haryana,33,16,17,0
3049,31/03/2020,Haryana,40,19,21,0
3050,01/04/2020,Haryana,43,22,21,0
3051,02/04/2020,Haryana,43,22,21,0
3052,03/04/2020,Haryana,43,22,21,0
3053,04/04/2020,Haryana,49,25,24,0
3054,05/04/2020,Haryana,49,25,24,0
3055,06/04/2020,Haryana,84,58,25,1
3056,07/04/2020,Haryana,90,64,25,1
3057,08/04/2020,Haryana,147,116,28,3
3058,09/04/2020,Haryana,147,116,28,3
3059,10/04/2020,Haryana,169,137,29,3
3060,11/04/2020,Haryana,177,145,29,3
3061,12/04/2020,Haryana,177,145,29,3
3062,13/04/2020,Haryana,185,153,29,3
3063,14/04/2020,Haryana,185,153,29,3
3064,15/04/2020,Haryana,199,162,34,3
3065,16/04/2020,Haryana,205,159,43,3
3066,17/04/2020,Haryana,205,159,43,3
3067,18/04/2020,Haryana,225,179,43,3
3068,19/04/2020,Haryana,225,179,43,3
3069,20/04/2020,Haryana,233,143,87,3
3070,21/04/2020,Haryana,254,124,127,3
3071,22/04/2020,Haryana,254,124,127,3
3072,23/04/2020,Haryana,262,119,140,3
3073,24/04/2020,Haryana,272,113,156,3
3074,25/04/2020,Haryana,272,113,156,3
3075,26/04/2020,Haryana,289,110,176,3
3076,27/04/2020,Haryana,289,110,176,3
3077,28/04/2020,Haryana,296,110,183,3
3078,29/04/2020,Haryana,310,98,209,3
3079,30/04/2020,Haryana,310,98,209,3
3080,01/05/2020,Haryana,313,101,209,3
3081,02/05/2020,Haryana,360,129,227,4
3082,03/05/2020,Haryana,360,129,227,4
3083,04/05/2020,Haryana,442,192,245,5
3084,05/05/2020,Haryana,517,257,254,6
3085,06/05/2020,Haryana,548,286,256,6
3086,07/05/2020,Haryana,594,327,260,7
3087,08/05/2020,Haryana,625,358,260,7
3088,09/05/2020,Haryana,647,360,279,8
3089,10/05/2020,Haryana,675,376,290,9
3090,11/05/2020,Haryana,703,393,300,10
3091,12/05/2020,Haryana,730,382,337,11
3092,13/05/2020,Haryana,780,427,342,11
3093,14/05/2020,Haryana,793,364,418,11
3094,15/05/2020,Haryana,818,368,439,11
3095,16/05/2020,Haryana,818,368,439,11
3096,17/05/2020,Haryana,887,360,514,13
3097,18/05/2020,Haryana,910,334,562,14
3098,19/05/2020,Haryana,928,316,598,14
3099,20/05/2020,Haryana,964,323,627,14
3100,21/05/2020,Haryana,993,331,648,14
3101,22/05/2020,Haryana,1031,335,681,15
3102,23/05/2020,Haryana,1067,345,706,16
3103,24/05/2020,Haryana,1131,365,750,16
3104,25/05/2020,Haryana,1184,403,765,16
3105,26/05/2020,Haryana,1184,403,765,16
3106,27/05/2020,Haryana,1305,464,824,17
3107,28/05/2020,Haryana,1381,525,838,18
3108,29/05/2020,Haryana,1504,604,881,19
3109,30/05/2020,Haryana,1721,762,940,19
3110,31/05/2020,Haryana,1923,932,971,20
3111,01/06/2020,Haryana,2091,1023,1048,20
3112,02/06/2020,Haryana,2356,1280,1055,21
3113,03/06/2020,Haryana,2652,1560,1069,23
3114,04/06/2020,Haryana,2954,1842,1089,23
3115,05/06/2020,Haryana,3281,1123,2134,24
3116,06/06/2020,Haryana,3597,1439,2134,24
3117,07/06/2020,Haryana,3952,1794,2134,24
3118,08/06/2020,Haryana,4448,2286,2134,28
3119,09/06/2020,Haryana,4854,2681,2134,39
3120,10/06/2020,Haryana,5209,3030,2134,45
3121,11/06/2020,Haryana,5579,3339,2188,52
3122,12/06/2020,Haryana,5968,3644,2260,64
3123,13/06/2020,Haryana,6334,3789,2475,70
3124,14/06/2020,Haryana,6749,3868,2803,78
3125,15/06/2020,Haryana,7208,4117,3003,88
3126,16/06/2020,Haryana,7722,4057,3565,100
3127,17/06/2020,Haryana,8272,4406,3748,118
3128,18/06/2020,Haryana,8832,4750,3952,130
3129,19/06/2020,Haryana,9218,4528,4556,134
3130,20/06/2020,Haryana,9743,4710,4889,144
3131,21/06/2020,Haryana,10223,4946,5128,149
3132,22/06/2020,Haryana,10635,4918,5557,160
3133,23/06/2020,Haryana,11025,4940,5916,169
3134,24/06/2020,Haryana,11520,4844,6498,178
3135,25/06/2020,Haryana,12010,4897,6925,188
3136,26/06/2020,Haryana,12463,4885,7380,198
3137,27/06/2020,Haryana,12884,4657,8016,211
3138,28/06/2020,Haryana,13427,4737,8472,218
3139,29/06/2020,Haryana,13829,4689,8917,223
3140,30/06/2020,Haryana,14210,4476,9502,232
3141,01/07/2020,Haryana,14548,4340,9972,236
3142,02/07/2020,Haryana,14941,4202,10499,240
3143,03/07/2020,Haryana,15509,4239,11019,251
3144,04/07/2020,Haryana,16003,4057,11691,255
3145,05/07/2020,Haryana,16548,4031,12257,260
3146,06/07/2020,Haryana,17005,3796,12944,265
3147,07/07/2020,Haryana,17504,3893,13335,276
3148,08/07/2020,Haryana,17999,4075,13645,279
3149,09/07/2020,Haryana,18690,4302,14106,282
3150,10/07/2020,Haryana,19369,4572,14510,287
3151,11/07/2020,Haryana,19934,4740,14904,290
3152,12/07/2020,Haryana,20582,4891,15394,297
3153,13/07/2020,Haryana,21240,4956,15983,301
3154,14/07/2020,Haryana,21894,4984,16602,308
3155,15/07/2020,Haryana,22628,5226,17090,312
3156,16/07/2020,Haryana,23306,5320,17667,319
3157,17/07/2020,Haryana,24002,5495,18185,322
3158,18/07/2020,Haryana,24797,5752,18718,327
3159,19/07/2020,Haryana,25547,5885,19318,344
3160,20/07/2020,Haryana,26164,6022,19793,349
3161,21/07/2020,Haryana,26858,6277,20226,355
3162,22/07/2020,Haryana,27462,6146,20952,364
3163,23/07/2020,Haryana,28186,6117,21697,372
3164,24/07/2020,Haryana,28975,6348,22249,378
3165,25/07/2020,Haryana,29755,6420,22953,382
3166,26/07/2020,Haryana,30538,6495,23654,389
3167,27/07/2020,Haryana,31332,6556,24384,392
3168,28/07/2020,Haryana,32127,6684,25046,397
3169,29/07/2020,Haryana,32876,6712,25758,406
3170,30/07/2020,Haryana,33631,6798,26420,413
3171,31/07/2020,Haryana,34254,6497,27340,417
3172,01/08/2020,Haryana,34965,6317,28227,421
3173,02/08/2020,Haryana,35758,6250,29080,428
3174,03/08/2020,Haryana,36519,6396,29690,433
3175,04/08/2020,Haryana,37173,6263,30470,440
3176,05/08/2020,Haryana,37796,6122,31226,448
3177,06/08/2020,Haryana,38548,6133,31960,455
3178,07/08/2020,Haryana,39303,6205,32640,458
3179,08/08/2020,Haryana,40054,6143,33444,467
3180,09/08/2020,Haryana,40843,6338,34031,474
3181,10/08/2020,Haryana,41635,6371,34781,483
3182,11/08/2020,Haryana,42429,6448,35492,489
3183,12/08/2020,Haryana,43227,6645,36082,500
3184,13/08/2020,Haryana,44024,6827,36694,503
3185,14/08/2020,Haryana,44817,6820,37486,511
3186,15/08/2020,Haryana,45614,6748,38348,518
3187,16/08/2020,Haryana,46410,6943,38939,528
3188,17/08/2020,Haryana,47153,7014,39601,538
3189,18/08/2020,Haryana,48040,6880,40610,550
3190,19/08/2020,Haryana,48936,7081,41298,557
3191,20/08/2020,Haryana,49930,7307,42056,567
3192,21/08/2020,Haryana,50926,7555,42793,578
3193,22/08/2020,Haryana,52129,8131,43413,585
3194,23/08/2020,Haryana,53290,8680,44013,597
3195,24/08/2020,Haryana,54386,8961,44822,603
3196,25/08/2020,Haryana,55460,9442,45405,613
3197,26/08/2020,Haryana,56608,9489,46496,623
3198,27/08/2020,Haryana,58005,9758,47613,634
3199,28/08/2020,Haryana,59298,9962,48690,646
3200,29/08/2020,Haryana,60596,10225,49710,661
3201,30/08/2020,Haryana,61987,10606,50711,670
3202,31/08/2020,Haryana,63282,10980,51620,682
3203,01/09/2020,Haryana,64732,11371,52672,689
3204,02/09/2020,Haryana,66426,11885,53835,706
3205,03/09/2020,Haryana,68218,12622,54875,721
3206,04/09/2020,Haryana,70099,13470,55889,740
3207,05/09/2020,Haryana,71983,14053,57171,759
3208,06/09/2020,Haryana,74272,14911,58580,781
3209,07/09/2020,Haryana,76549,15692,60051,806
3210,08/09/2020,Haryana,78773,16333,61611,829
3211,09/09/2020,Haryana,81059,16890,63315,854
3212,10/09/2020,Haryana,83353,17328,65143,882
3213,11/09/2020,Haryana,85944,18332,66705,907
3214,12/09/2020,Haryana,88332,18875,68525,932
3215,13/09/2020,Haryana,91115,19446,70713,956
3216,14/09/2020,Haryana,93641,20079,72587,975
3217,15/09/2020,Haryana,96129,20417,74712,1000
3218,16/09/2020,Haryana,98622,20430,77166,1026
3219,17/09/2020,Haryana,101316,21334,78937,1045
3220,18/09/2020,Haryana,103773,21014,81690,1069
3221,19/09/2020,Haryana,106261,21291,83878,1092
3222,20/09/2020,Haryana,108952,21682,86150,1120
3223,21/09/2020,Haryana,111257,21411,88697,1149
3224,22/09/2020,Haryana,113075,21014,90884,1177
3225,23/09/2020,Haryana,114870,19888,93776,1206
3226,24/09/2020,Haryana,116856,19276,96347,1233
3227,25/09/2020,Haryana,118554,18889,98410,1255
3228,26/09/2020,Haryana,120578,18032,101273,1273
3229,27/09/2020,Haryana,122267,17149,103827,1291
3230,28/09/2020,Haryana,123782,16485,105990,1307
3231,29/09/2020,Haryana,125412,15670,108411,1331
3232,30/09/2020,Haryana,126974,14804,110814,1356
3233,01/10/2020,Haryana,128599,14340,112877,1382
3234,02/10/2020,Haryana,129912,13472,115038,1402
3235,03/10/2020,Haryana,131388,13247,116716,1425
3236,04/10/2020,Haryana,132576,12868,118258,1450
3237,05/10/2020,Haryana,133878,12067,120341,1470
3238,06/10/2020,Haryana,134909,11822,121596,1491
3239,07/10/2020,Haryana,136115,11320,123286,1509
3240,08/10/2020,Haryana,137398,11029,124841,1528
3241,09/10/2020,Haryana,138682,10867,126267,1548
3242,10/10/2020,Haryana,139932,10830,127540,1562
3243,11/10/2020,Haryana,141090,10677,128841,1572
3244,12/10/2020,Haryana,142155,10573,130003,1579
3245,13/10/2020,Haryana,143221,10401,131228,1592
3246,14/10/2020,Haryana,144302,10319,132382,1601
3247,15/10/2020,Haryana,145507,10187,133706,1614
3248,16/10/2020,Haryana,146706,10364,134719,1623
3249,17/10/2020,Haryana,147933,10441,135858,1634
3250,18/10/2020,Haryana,149081,10265,137176,1640
3251,19/10/2020,Haryana,150033,10042,138351,1640
3252,20/10/2020,Haryana,151234,10075,139511,1648
3253,21/10/2020,Haryana,152174,10078,140436,1660
3254,22/10/2020,Haryana,153367,10187,141506,1674
3255,23/10/2020,Haryana,154495,10009,142798,1688
3256,24/10/2020,Haryana,155765,10082,143978,1705
3257,25/10/2020,Haryana,157064,10148,145196,1720
3258,26/10/2020,Haryana,158304,10295,146282,1727
3259,27/10/2020,Haryana,159457,10154,147566,1737
3260,28/10/2020,Haryana,160705,10452,148503,1750
3261,29/10/2020,Haryana,162223,11014,149451,1758
3262,30/10/2020,Haryana,163817,11391,150660,1766
3263,31/10/2020,Haryana,165467,11851,151839,1777
3264,01/11/2020,Haryana,167210,12191,153230,1789
3265,02/11/2020,Haryana,168880,12634,154451,1795
3266,03/11/2020,Haryana,170446,12919,155717,1810
3267,04/11/2020,Haryana,172130,13338,156975,1817
3268,05/11/2020,Haryana,174082,14110,158136,1836
3269,06/11/2020,Haryana,176146,14644,159643,1859
3270,07/11/2020,Haryana,178413,15357,161176,1880
3271,08/11/2020,Haryana,180424,15713,162814,1897
3272,09/11/2020,Haryana,182804,16448,164444,1912
3273,10/11/2020,Haryana,185231,16717,166595,1919
3274,11/11/2020,Haryana,187777,17421,168421,1935
3275,12/11/2020,Haryana,190323,18113,170250,1960
3276,13/11/2020,Haryana,193111,18867,172265,1979
3277,14/11/2020,Haryana,195799,19413,174380,2006
3278,15/11/2020,Haryana,197917,19538,176368,2011
3279,16/11/2020,Haryana,199874,19557,178298,2019
3280,17/11/2020,Haryana,202027,19342,180647,2038
3281,18/11/2020,Haryana,204477,19153,183261,2063
3282,19/11/2020,Haryana,207039,19543,185403,2093
3283,20/11/2020,Haryana,209251,19579,187559,2113
3284,21/11/2020,Haryana,212355,20150,190067,2138
3285,22/11/2020,Haryana,215021,20325,192533,2163
3286,23/11/2020,Haryana,217300,20344,194768,2188
3287,24/11/2020,Haryana,219963,20412,197335,2216
3288,25/11/2020,Haryana,222292,20765,199278,2249
3289,26/11/2020,Haryana,224489,20948,201250,2291
3290,27/11/2020,Haryana,226611,20778,203517,2316
3291,28/11/2020,Haryana,228746,20400,206001,2345
3292,29/11/2020,Haryana,230713,19916,208422,2375
3293,30/11/2020,Haryana,232522,18905,211216,2401
3294,01/12/2020,Haryana,234126,18362,213336,2428
3295,02/12/2020,Haryana,235997,17744,215797,2456
3296,21/03/2020,Himachal Pradesh,2,2,0,0
3297,22/03/2020,Himachal Pradesh,2,2,0,0
3298,23/03/2020,Himachal Pradesh,2,2,0,0
3299,24/03/2020,Himachal Pradesh,3,2,0,1
3300,25/03/2020,Himachal Pradesh,3,2,0,1
3301,26/03/2020,Himachal Pradesh,3,2,0,1
3302,27/03/2020,Himachal Pradesh,3,2,0,1
3303,28/03/2020,Himachal Pradesh,3,2,0,1
3304,29/03/2020,Himachal Pradesh,3,2,0,1
3305,30/03/2020,Himachal Pradesh,3,2,0,1
3306,31/03/2020,Himachal Pradesh,3,2,0,1
3307,01/04/2020,Himachal Pradesh,3,2,0,1
3308,02/04/2020,Himachal Pradesh,3,1,1,1
3309,03/04/2020,Himachal Pradesh,6,4,1,1
3310,04/04/2020,Himachal Pradesh,6,4,1,1
3311,05/04/2020,Himachal Pradesh,6,4,1,1
3312,06/04/2020,Himachal Pradesh,13,11,1,1
3313,07/04/2020,Himachal Pradesh,13,10,2,1
3314,08/04/2020,Himachal Pradesh,18,15,2,1
3315,09/04/2020,Himachal Pradesh,18,15,2,1
3316,10/04/2020,Himachal Pradesh,18,15,2,1
3317,11/04/2020,Himachal Pradesh,28,21,6,1
3318,12/04/2020,Himachal Pradesh,32,25,6,1
3319,13/04/2020,Himachal Pradesh,32,18,13,1
3320,14/04/2020,Himachal Pradesh,32,18,13,1
3321,15/04/2020,Himachal Pradesh,33,19,13,1
3322,16/04/2020,Himachal Pradesh,35,18,16,1
3323,17/04/2020,Himachal Pradesh,35,18,16,1
3324,18/04/2020,Himachal Pradesh,36,19,16,1
3325,19/04/2020,Himachal Pradesh,39,22,16,1
3326,20/04/2020,Himachal Pradesh,39,22,16,1
3327,21/04/2020,Himachal Pradesh,39,22,16,1
3328,22/04/2020,Himachal Pradesh,39,22,16,1
3329,23/04/2020,Himachal Pradesh,40,21,18,1
3330,24/04/2020,Himachal Pradesh,40,21,18,1
3331,25/04/2020,Himachal Pradesh,40,21,18,1
3332,26/04/2020,Himachal Pradesh,40,17,22,1
3333,27/04/2020,Himachal Pradesh,40,17,22,1
3334,28/04/2020,Himachal Pradesh,40,17,22,1
3335,29/04/2020,Himachal Pradesh,40,14,25,1
3336,30/04/2020,Himachal Pradesh,40,14,25,1
3337,01/05/2020,Himachal Pradesh,40,11,28,1
3338,02/05/2020,Himachal Pradesh,40,9,30,1
3339,03/05/2020,Himachal Pradesh,40,6,33,1
3340,04/05/2020,Himachal Pradesh,40,5,34,1
3341,05/05/2020,Himachal Pradesh,41,6,34,1
3342,06/05/2020,Himachal Pradesh,42,2,38,2
3343,07/05/2020,Himachal Pradesh,45,5,38,2
3344,08/05/2020,Himachal Pradesh,46,6,38,2
3345,09/05/2020,Himachal Pradesh,50,10,38,2
3346,10/05/2020,Himachal Pradesh,50,10,38,2
3347,11/05/2020,Himachal Pradesh,55,14,39,2
3348,12/05/2020,Himachal Pradesh,59,18,39,2
3349,13/05/2020,Himachal Pradesh,65,24,39,2
3350,14/05/2020,Himachal Pradesh,66,25,39,2
3351,15/05/2020,Himachal Pradesh,74,33,39,2
3352,16/05/2020,Himachal Pradesh,76,34,39,3
3353,17/05/2020,Himachal Pradesh,78,32,43,3
3354,18/05/2020,Himachal Pradesh,80,33,44,3
3355,19/05/2020,Himachal Pradesh,90,43,44,3
3356,20/05/2020,Himachal Pradesh,92,42,47,3
3357,21/05/2020,Himachal Pradesh,110,53,54,3
3358,22/05/2020,Himachal Pradesh,152,90,59,3
3359,23/05/2020,Himachal Pradesh,168,106,59,3
3360,24/05/2020,Himachal Pradesh,185,121,61,3
3361,25/05/2020,Himachal Pradesh,203,137,63,3
3362,26/05/2020,Himachal Pradesh,223,151,67,5
3363,27/05/2020,Himachal Pradesh,247,175,67,5
3364,28/05/2020,Himachal Pradesh,273,198,70,5
3365,29/05/2020,Himachal Pradesh,276,201,70,5
3366,30/05/2020,Himachal Pradesh,295,203,87,5
3367,31/05/2020,Himachal Pradesh,313,197,111,5
3368,01/06/2020,Himachal Pradesh,331,206,120,5
3369,02/06/2020,Himachal Pradesh,340,213,122,5
3370,03/06/2020,Himachal Pradesh,345,200,140,5
3371,04/06/2020,Himachal Pradesh,359,204,150,5
3372,05/06/2020,Himachal Pradesh,383,199,179,5
3373,06/06/2020,Himachal Pradesh,393,199,189,5
3374,07/06/2020,Himachal Pradesh,400,201,194,5
3375,08/06/2020,Himachal Pradesh,413,184,224,5
3376,09/06/2020,Himachal Pradesh,421,189,227,5
3377,10/06/2020,Himachal Pradesh,445,191,249,5
3378,11/06/2020,Himachal Pradesh,451,191,254,6
3379,12/06/2020,Himachal Pradesh,470,184,280,6
3380,13/06/2020,Himachal Pradesh,486,183,297,6
3381,14/06/2020,Himachal Pradesh,502,183,313,6
3382,15/06/2020,Himachal Pradesh,518,174,337,7
3383,16/06/2020,Himachal Pradesh,556,195,353,8
3384,17/06/2020,Himachal Pradesh,560,180,372,8
3385,18/06/2020,Himachal Pradesh,569,189,372,8
3386,19/06/2020,Himachal Pradesh,595,205,382,8
3387,20/06/2020,Himachal Pradesh,619,223,388,8
3388,21/06/2020,Himachal Pradesh,656,235,413,8
3389,22/06/2020,Himachal Pradesh,673,240,425,8
3390,23/06/2020,Himachal Pradesh,727,282,437,8
3391,24/06/2020,Himachal Pradesh,775,324,443,8
3392,25/06/2020,Himachal Pradesh,806,332,466,8
3393,26/06/2020,Himachal Pradesh,839,353,477,9
3394,27/06/2020,Himachal Pradesh,864,353,502,9
3395,28/06/2020,Himachal Pradesh,894,376,509,9
3396,29/06/2020,Himachal Pradesh,916,378,529,9
3397,30/06/2020,Himachal Pradesh,942,377,556,9
3398,01/07/2020,Himachal Pradesh,953,363,580,10
3399,02/07/2020,Himachal Pradesh,979,355,614,10
3400,03/07/2020,Himachal Pradesh,1014,376,628,10
3401,04/07/2020,Himachal Pradesh,1033,356,667,10
3402,05/07/2020,Himachal Pradesh,1046,331,704,11
3403,06/07/2020,Himachal Pradesh,1063,315,737,11
3404,07/07/2020,Himachal Pradesh,1077,303,763,11
3405,08/07/2020,Himachal Pradesh,1083,282,790,11
3406,09/07/2020,Himachal Pradesh,1101,257,833,11
3407,10/07/2020,Himachal Pradesh,1140,283,846,11
3408,11/07/2020,Himachal Pradesh,1171,277,883,11
3409,12/07/2020,Himachal Pradesh,1182,263,908,11
3410,13/07/2020,Himachal Pradesh,1213,273,929,11
3411,14/07/2020,Himachal Pradesh,1243,292,940,11
3412,15/07/2020,Himachal Pradesh,1309,347,951,11
3413,16/07/2020,Himachal Pradesh,1341,351,979,11
3414,17/07/2020,Himachal Pradesh,1377,382,984,11
3415,18/07/2020,Himachal Pradesh,1417,382,1024,11
3416,19/07/2020,Himachal Pradesh,1457,410,1036,11
3417,20/07/2020,Himachal Pradesh,1483,413,1059,11
3418,21/07/2020,Himachal Pradesh,1631,553,1067,11
3419,22/07/2020,Himachal Pradesh,1664,576,1077,11
3420,23/07/2020,Himachal Pradesh,1725,609,1105,11
3421,24/07/2020,Himachal Pradesh,1834,687,1136,11
3422,25/07/2020,Himachal Pradesh,1954,798,1145,11
3423,26/07/2020,Himachal Pradesh,2049,865,1173,11
3424,27/07/2020,Himachal Pradesh,2176,966,1198,12
3425,28/07/2020,Himachal Pradesh,2270,1040,1216,14
3426,29/07/2020,Himachal Pradesh,2330,1082,1234,14
3427,30/07/2020,Himachal Pradesh,2403,1057,1332,14
3428,31/07/2020,Himachal Pradesh,2506,1105,1387,14
3429,01/08/2020,Himachal Pradesh,2564,1091,1459,14
3430,02/08/2020,Himachal Pradesh,2634,1118,1502,14
3431,03/08/2020,Himachal Pradesh,2703,1130,1559,14
3432,04/08/2020,Himachal Pradesh,2818,1146,1658,14
3433,05/08/2020,Himachal Pradesh,2879,1155,1710,14
3434,06/08/2020,Himachal Pradesh,2916,1140,1762,14
3435,07/08/2020,Himachal Pradesh,3047,1168,1865,14
3436,08/08/2020,Himachal Pradesh,3150,1182,1954,14
3437,09/08/2020,Himachal Pradesh,3264,1169,2081,14
3438,10/08/2020,Himachal Pradesh,3371,1175,2181,15
3439,11/08/2020,Himachal Pradesh,3463,1241,2205,17
